Date,Discharge,Dayl,Prcp,Srad,Tmax,Tmin,Vp,one_Discharge,two_Discharge,three_Discharge,four_Discharge,five_Discharge,one_Prcp,two_Prcp,three_Prcp,four_Prcp,five_Prcp
2000-01-06,211.0,32497.97,0.0,175.3,-4.51,-12.21,239.83,297.0,247.0,183.0,169.0,172.0,8.64,6.33,0.81,0.48,0.0
2000-01-07,211.0,32605.46,0.0,213.4,-1.08,-11.13,266.41,211.0,297.0,247.0,183.0,169.0,0.0,8.64,6.33,0.81,0.48
2000-01-08,203.0,32824.61,0.0,228.76,1.83,-9.34,300.43,211.0,211.0,297.0,247.0,183.0,0.0,0.0,8.64,6.33,0.81
2000-01-09,198.0,32832.01,0.0,219.61,1.4,-8.93,309.41,203.0,211.0,211.0,297.0,247.0,0.0,0.0,0.0,8.64,6.33
2000-01-10,230.0,32832.01,8.2,145.79,6.09,-1.81,533.91,198.0,203.0,211.0,211.0,297.0,0.0,0.0,0.0,0.0,8.64
2000-01-11,362.0,32843.59,14.97,83.54,4.65,0.01,610.12,230.0,198.0,203.0,211.0,211.0,8.2,0.0,0.0,0.0,0.0
2000-01-12,276.0,33045.57,1.4,155.12,4.37,-2.51,509.36,362.0,230.0,198.0,203.0,211.0,14.97,8.2,0.0,0.0,0.0
2000-01-13,230.0,33177.59,8.31,123.48,0.33,-6.55,364.61,276.0,362.0,230.0,198.0,203.0,1.4,14.97,8.2,0.0,0.0
2000-01-14,208.0,33177.59,6.11,208.37,-5.19,-20.13,122.14,230.0,276.0,362.0,230.0,198.0,8.31,1.4,14.97,8.2,0.0
2000-01-15,200.0,33177.59,0.0,164.31,-14.02,-20.54,120.0,208.0,230.0,276.0,362.0,230.0,6.11,8.31,1.4,14.97,8.2
2000-01-16,200.0,33466.43,0.0,278.13,-4.77,-19.07,134.35,200.0,208.0,230.0,276.0,362.0,0.0,6.11,8.31,1.4,14.97
2000-01-17,190.0,33523.21,1.27,310.65,-0.8,-24.56,80.0,200.0,200.0,208.0,230.0,276.0,0.0,0.0,6.11,8.31,1.4
2000-01-18,180.0,33523.21,0.0,214.17,-17.89,-26.51,79.58,190.0,200.0,200.0,208.0,230.0,1.27,0.0,0.0,6.11,8.31
2000-01-19,180.0,33571.96,0.0,268.92,-10.93,-23.22,87.59,180.0,190.0,200.0,200.0,208.0,0.0,1.27,0.0,0.0,6.11
2000-01-20,180.0,33868.78,2.46,203.08,-7.67,-17.11,160.11,180.0,180.0,190.0,200.0,200.0,0.0,0.0,1.27,0.0,0.0
2000-01-21,180.0,33868.78,3.42,193.23,-7.38,-18.43,147.1,180.0,180.0,180.0,190.0,200.0,2.46,0.0,0.0,1.27,0.0
2000-01-22,170.0,33880.37,0.0,205.69,-16.09,-23.91,82.89,180.0,180.0,180.0,180.0,190.0,3.42,2.46,0.0,0.0,1.27
2000-01-23,160.0,34214.4,0.0,230.0,-14.28,-23.24,87.08,170.0,180.0,180.0,180.0,180.0,0.0,3.42,2.46,0.0,0.0
2000-01-24,160.0,34214.4,0.0,278.84,-5.59,-17.76,159.83,160.0,170.0,180.0,180.0,180.0,0.0,0.0,3.42,2.46,0.0
2000-01-25,150.0,34225.98,0.0,311.73,-0.16,-15.85,179.15,160.0,160.0,170.0,180.0,180.0,0.0,0.0,0.0,3.42,2.46
2000-01-26,150.0,34559.99,19.72,134.11,-6.2,-12.48,234.71,150.0,160.0,160.0,170.0,180.0,0.0,0.0,0.0,0.0,3.42
2000-01-27,150.0,34559.99,0.0,277.51,-8.62,-19.65,125.01,150.0,150.0,160.0,160.0,170.0,19.72,0.0,0.0,0.0,0.0
2000-01-28,140.0,34608.74,0.0,209.65,-14.84,-22.21,111.93,150.0,150.0,150.0,160.0,160.0,0.0,19.72,0.0,0.0,0.0
