Date,Discharge,Dayl,Prcp,Srad,Tmax,Tmin,Vp,one_Discharge,two_Discharge,three_Discharge,four_Discharge,five_Discharge,one_Prcp,two_Prcp,three_Prcp,four_Prcp,five_Prcp
2000-01-06,55.0,32486.4,0.0,208.24,-2.7,-13.07,224.24,91.0,77.0,44.0,39.0,39.0,13.93,8.58,2.58,0.0,0.0
2000-01-07,54.0,32486.4,0.0,193.3,-0.08,-9.43,290.94,55.0,91.0,77.0,44.0,39.0,0.0,13.93,8.58,2.58,0.0
2000-01-08,49.0,32486.4,1.77,161.63,1.54,-6.54,374.92,54.0,55.0,91.0,77.0,44.0,0.0,0.0,13.93,8.58,2.58
2000-01-09,46.0,32486.4,0.0,168.24,0.82,-6.76,369.02,49.0,54.0,55.0,91.0,77.0,1.77,0.0,0.0,13.93,8.58
2000-01-10,83.0,32832.0,0.0,150.35,4.09,-2.7,503.67,46.0,49.0,54.0,55.0,91.0,0.0,1.77,0.0,0.0,13.93
2000-01-11,120.0,32832.0,18.22,72.23,4.75,0.67,637.65,83.0,46.0,49.0,54.0,55.0,0.0,0.0,1.77,0.0,0.0
2000-01-12,79.0,32832.0,1.19,138.55,4.07,-2.58,507.84,120.0,83.0,46.0,49.0,54.0,18.22,0.0,0.0,1.77,0.0
2000-01-13,69.0,32832.0,1.45,146.06,-1.41,-8.08,332.23,79.0,120.0,83.0,46.0,49.0,1.19,18.22,0.0,0.0,1.77
2000-01-14,42.0,33156.54,6.73,190.77,-7.77,-21.24,114.3,69.0,79.0,120.0,83.0,46.0,1.45,1.19,18.22,0.0,0.0
2000-01-15,40.0,33177.6,0.0,228.29,-10.32,-21.03,120.0,42.0,69.0,79.0,120.0,83.0,6.73,1.45,1.19,18.22,0.0
2000-01-16,39.0,33177.6,0.0,261.46,-4.61,-18.89,134.72,40.0,42.0,69.0,79.0,120.0,0.0,6.73,1.45,1.19,18.22
2000-01-17,38.0,33177.6,0.0,288.96,-1.39,-23.44,93.13,39.0,40.0,42.0,69.0,79.0,0.0,0.0,6.73,1.45,1.19
2000-01-18,36.0,33523.2,0.0,178.29,-17.92,-25.09,79.09,38.0,39.0,40.0,42.0,69.0,0.0,0.0,0.0,6.73,1.45
2000-01-19,33.0,33523.2,0.0,244.75,-11.43,-22.83,99.02,36.0,38.0,39.0,40.0,42.0,0.0,0.0,0.0,0.0,6.73
2000-01-20,32.0,33523.2,0.0,206.12,-8.82,-17.45,160.0,33.0,36.0,38.0,39.0,40.0,0.0,0.0,0.0,0.0,0.0
2000-01-21,31.0,33868.8,2.0,200.44,-9.51,-17.62,154.3,32.0,33.0,36.0,38.0,39.0,0.0,0.0,0.0,0.0,0.0
2000-01-22,30.0,33868.8,0.0,234.42,-14.7,-24.69,81.63,31.0,32.0,33.0,36.0,38.0,2.0,0.0,0.0,0.0,0.0
2000-01-23,32.0,33868.8,0.0,250.8,-12.5,-23.52,80.0,30.0,31.0,32.0,33.0,36.0,0.0,2.0,0.0,0.0,0.0
2000-01-24,35.0,34214.4,0.0,263.32,-5.37,-17.4,160.0,32.0,30.0,31.0,32.0,33.0,0.0,0.0,2.0,0.0,0.0
2000-01-25,38.0,34214.4,0.0,252.64,-2.36,-13.64,202.3,35.0,32.0,30.0,31.0,32.0,0.0,0.0,0.0,2.0,0.0
2000-01-26,42.0,34214.4,23.31,116.55,-5.58,-11.12,261.86,38.0,35.0,32.0,30.0,31.0,0.0,0.0,0.0,0.0,2.0
2000-01-27,36.0,34560.0,4.33,198.94,-7.77,-17.28,158.64,42.0,38.0,35.0,32.0,30.0,23.31,0.0,0.0,0.0,0.0
2000-01-28,33.0,34560.0,0.0,219.45,-13.68,-21.85,115.51,36.0,42.0,38.0,35.0,32.0,4.33,23.31,0.0,0.0,0.0
2000-01-29,31.0,34560.0,0.0,276.01,-10.11,-21.58,120.0,33.0,36.0,42.0,38.0,35.0,0.0,4.33,23.31,0.0,0.0
2000-01-30,33.0,34905.6,0.0,328.84,-0.97,-19.68,120.0,31.0,33.0,36.0,42.0,38.0,0.0,0.0,4.33,23.31,0.0
2000-01-31,32.0,34905.6,11.55,250.68,2.17,-16.73,160.0,33.0,31.0,33.0,36.0,42.0,0.0,0.0,0.0,4.33,23.31
2000-02-01,31.0,35230.14,2.71,157.49,-2.09,-8.21,327.87,32.0,33.0,31.0,33.0,36.0,11.55,0.0,0.0,0.0,4.33
2000-02-02,31.0,35251.2,0.0,274.68,-2.96,-13.48,216.35,31.0,32.0,33.0,31.0,33.0,2.71,11.55,0.0,0.0,0.0
2000-02-03,29.0,35251.2,0.0,217.6,-8.89,-16.32,161.97,31.0,31.0,32.0,33.0,31.0,0.0,2.71,11.55,0.0,0.0
2000-02-04,29.0,35596.8,2.16,245.73,-4.83,-14.48,200.0,29.0,31.0,31.0,32.0,33.0,0.0,0.0,2.71,11.55,0.0
2000-02-05,27.0,35596.8,0.0,253.24,-2.54,-11.16,266.67,29.0,29.0,31.0,31.0,32.0,2.16,0.0,0.0,2.71,11.55
2000-02-06,26.0,35942.39,0.0,257.16,-3.15,-11.75,251.29,27.0,29.0,29.0,31.0,31.0,0.0,2.16,0.0,0.0,2.71
2000-02-07,26.0,35942.39,0.0,290.26,-2.62,-12.79,228.74,26.0,27.0,29.0,29.0,31.0,0.0,0.0,2.16,0.0,0.0
2000-02-08,24.0,35942.39,0.0,365.23,-1.01,-19.58,120.0,26.0,26.0,27.0,29.0,29.0,0.0,0.0,0.0,2.16,0.0
