Date,Discharge,Dayl,Prcp,Srad,Tmax,Tmin,Vp,one_Discharge,two_Discharge,three_Discharge,four_Discharge,five_Discharge,one_Prcp,two_Prcp,three_Prcp,four_Prcp,five_Prcp
2000-01-06,2.4,33868.8,0.0,240.0,8.5,-4.0,440.0,2.5,2.1,1.9,1.9,2.0,19.0,0.0,0.0,0.0,0.0
2000-01-07,2.2,33868.8,0.0,246.1,11.5,-1.95,523.73,2.4,2.5,2.1,1.9,1.9,0.0,19.0,0.0,0.0,0.0
2000-01-08,2.0,33868.8,0.0,249.6,9.5,-4.0,440.0,2.2,2.4,2.5,2.1,1.9,0.0,0.0,19.0,0.0,0.0
2000-01-09,1.9,33868.8,1.0,203.6,9.5,0.09,607.53,2.0,2.2,2.4,2.5,2.1,0.0,0.0,0.0,19.0,0.0
2000-01-10,1.9,34191.29,6.91,140.24,14.0,5.5,920.0,1.9,2.0,2.2,2.4,2.5,1.0,0.0,0.0,0.0,19.0
2000-01-11,2.4,34214.4,0.0,208.28,15.5,5.48,918.23,1.9,1.9,2.0,2.2,2.4,6.91,1.0,0.0,0.0,0.0
2000-01-12,2.3,34214.4,0.0,233.6,11.5,0.0,600.0,2.4,1.9,1.9,2.0,2.2,0.0,6.91,1.0,0.0,0.0
2000-01-13,2.1,34214.4,0.0,262.38,13.5,-1.0,560.0,2.3,2.4,1.9,1.9,2.0,0.0,0.0,6.91,1.0,0.0
2000-01-14,2.0,34214.4,0.0,243.2,4.5,-7.0,360.0,2.1,2.3,2.4,1.9,1.9,0.0,0.0,0.0,6.91,1.0
2000-01-15,2.0,34560.0,0.0,219.29,1.0,-8.5,320.0,2.0,2.1,2.3,2.4,1.9,0.0,0.0,0.0,0.0,6.91
2000-01-16,1.9,34560.0,0.0,273.1,10.5,-4.26,440.0,2.0,2.0,2.1,2.3,2.4,0.0,0.0,0.0,0.0,0.0
2000-01-17,1.8,34560.0,0.0,291.2,8.5,-9.5,280.0,1.9,2.0,2.0,2.1,2.3,0.0,0.0,0.0,0.0,0.0
2000-01-18,1.9,34560.0,0.0,188.8,-5.0,-12.5,240.0,1.8,1.9,2.0,2.0,2.1,0.0,0.0,0.0,0.0,0.0
2000-01-19,1.9,34905.6,0.0,253.4,0.5,-11.0,280.0,1.9,1.8,1.9,2.0,2.0,0.0,0.0,0.0,0.0,0.0
