Date,Discharge,Dayl,Prcp,Srad,Swe,Tmax,Tmin,Vp
2000-01-01,2.1,32486.4,0.0,245.88,0.0,6.0,-7.0,360.0
2000-01-02,2.0,32486.4,1.0,273.6,0.0,9.0,-7.76,344.34
2000-01-03,2.5,32562.36,4.17,165.55,0.0,14.0,2.54,723.16
2000-01-04,9.3,32832.0,14.98,143.97,0.0,13.31,3.88,803.64
2000-01-05,19.0,32832.0,6.0,213.6,0.0,14.0,-6.12,390.99
2000-01-06,16.0,32832.0,0.0,169.55,0.0,-0.5,-7.88,329.2
2000-01-07,13.0,32832.0,0.0,163.36,0.0,1.64,-5.5,400.0
2000-01-08,9.7,32832.0,1.0,193.31,0.0,1.64,-6.94,365.09
2000-01-09,8.1,33177.6,0.0,189.07,0.0,3.28,-5.07,434.02
2000-01-10,7.8,33177.6,4.0,141.21,0.0,6.46,-2.0,520.0
2000-01-11,7.9,33177.6,8.0,95.46,0.0,5.13,-0.26,600.52
2000-01-12,7.8,33177.6,3.0,102.19,0.0,2.77,-2.94,488.31
2000-01-13,8.2,33177.6,4.0,136.75,0.0,1.39,-6.36,376.49
2000-01-14,7.0,33523.2,2.0,253.16,0.0,-4.86,-16.46,162.79
2000-01-15,6.2,33523.2,0.0,232.59,0.0,-6.0,-16.09,169.2
2000-01-16,5.6,33523.2,0.0,295.61,0.0,0.93,-14.72,200.0
2000-01-17,5.0,33523.2,0.0,324.17,0.0,3.08,-19.44,125.98
2000-01-18,4.5,33868.8,0.0,244.76,0.0,-10.5,-20.9,120.0
2000-01-19,5.6,33868.8,0.0,274.12,0.0,-6.93,-19.37,129.2
2000-01-20,6.0,33868.8,3.0,154.12,0.0,-4.02,-12.26,240.52
2000-01-21,4.0,34214.4,3.0,217.64,0.0,-6.3,-19.89,120.0
2000-01-22,2.5,34214.4,1.0,262.3,0.0,-11.5,-22.36,113.29
2000-01-23,2.3,34214.4,1.0,304.06,0.0,-6.7,-20.76,120.0
2000-01-24,3.0,34560.0,0.0,235.56,0.0,-4.11,-13.34,212.39
2000-01-25,2.0,34560.0,0.0,281.09,0.0,-4.19,-15.96,169.72
2000-01-26,1.8,34560.0,1.0,159.63,0.0,-7.61,-13.32,213.74
2000-01-27,1.6,34905.61,0.0,264.26,0.0,-7.76,-18.06,154.54
2000-01-28,1.4,34905.61,0.0,203.15,0.0,-9.66,-16.93,160.0
2000-01-29,1.1,34905.61,0.0,344.84,0.0,-4.5,-21.45,120.0
2000-01-30,1.0,35251.2,2.77,292.96,0.0,-1.06,-22.53,110.76
2000-01-31,1.3,35251.2,7.0,124.5,0.0,-3.15,-8.74,320.0
2000-02-01,1.2,35251.2,0.0,143.78,0.0,-4.37,-8.92,311.13
2000-02-02,1.1,35596.8,0.0,196.79,0.0,-5.15,-11.36,250.52
2000-02-03,0.96,35596.8,0.0,263.56,0.0,-4.18,-12.88,240.0
2000-02-04,0.9,35942.39,3.0,175.53,0.0,-2.0,-9.23,301.31
2000-02-05,0.8,35942.39,2.92,250.31,0.0,-0.96,-12.5,240.0
2000-02-06,0.72,35942.39,1.0,306.9,0.0,-1.61,-11.77,240.0
2000-02-07,0.66,36288.0,0.0,319.86,0.0,-1.1,-11.88,248.31
2000-02-08,0.6,36288.0,0.0,407.31,0.0,-0.76,-22.57,107.29
2000-02-09,0.6,36633.6,0.0,413.04,0.0,1.5,-22.5,110.5
2000-02-10,0.66,36633.6,0.0,384.75,0.0,7.82,-9.53,280.0
2000-02-11,0.9,36633.6,4.0,259.92,0.0,5.85,-7.73,341.1
2000-02-12,1.2,36979.2,0.0,389.16,0.0,0.53,-16.26,169.2
2000-02-13,1.4,36979.2,0.0,324.52,0.0,-1.92,-13.5,200.0
2000-02-14,2.1,37324.8,9.76,187.05,0.0,-0.0,-8.12,320.0
2000-02-15,2.6,37324.8,6.0,199.75,0.0,0.05,-8.44,322.82
2000-02-16,2.8,37670.4,0.0,307.54,0.0,1.69,-7.99,329.72
2000-02-17,2.7,37670.4,0.0,377.35,0.0,2.77,-10.46,280.0
2000-02-18,2.7,38016.0,2.0,239.6,0.0,-1.61,-8.5,320.0
2000-02-19,3.6,38016.0,15.0,119.25,0.0,-1.92,-6.2,384.07
2000-02-20,3.3,38016.0,0.0,133.76,0.0,-3.07,-6.47,369.2
2000-02-21,2.9,38361.61,5.88,137.23,0.0,-1.0,-5.65,405.98
2000-02-22,2.9,38361.61,0.0,375.03,0.0,5.5,-5.5,400.0
2000-02-23,4.8,38707.2,0.0,446.46,0.0,10.89,-5.45,409.72
2000-02-24,14.0,38707.2,0.0,403.44,0.0,13.5,0.5,640.0
2000-02-25,71.0,39052.8,6.0,306.99,0.0,14.8,1.0,640.0
2000-02-26,75.0,39052.8,0.0,362.85,0.0,12.37,1.5,680.0
2000-02-27,49.0,39398.39,0.0,300.75,0.0,11.39,3.05,763.74
2000-02-28,45.0,39398.39,14.59,322.44,0.0,12.35,-1.95,529.72
2000-02-29,31.0,39744.0,0.0,428.74,0.0,8.08,-5.0,440.0
2000-03-01,21.0,39744.0,0.0,451.15,0.0,10.58,-4.39,440.0
2000-03-02,16.0,40089.6,7.36,264.77,0.0,6.63,-3.11,483.74
2000-03-03,13.0,40089.6,1.16,276.11,0.0,1.5,-5.48,408.31
2000-03-04,11.0,40435.2,0.0,452.05,0.0,7.0,-7.26,360.0
2000-03-05,9.5,40435.2,0.0,446.07,0.0,8.98,-5.07,434.02
2000-03-06,7.7,40780.8,0.0,468.94,0.0,10.6,-5.04,436.84
2000-03-07,6.4,40780.8,0.0,458.59,0.0,10.35,-4.5,440.0
2000-03-08,5.7,41126.4,0.0,522.89,0.0,22.0,-3.32,479.11
2000-03-09,5.1,41126.4,0.0,468.26,0.0,22.63,5.44,915.56
2000-03-10,4.5,41472.0,1.0,513.63,0.0,22.12,0.24,619.1
2000-03-11,4.1,41472.0,0.0,223.72,0.0,3.77,-1.72,541.88
2000-03-12,5.5,41817.61,9.92,205.68,0.0,2.46,-4.19,446.54
2000-03-13,5.1,41817.61,0.0,404.3,0.0,1.12,-9.22,300.09
2000-03-14,5.7,42163.2,0.0,453.73,0.0,6.5,-6.0,400.0
2000-03-15,6.0,42163.2,0.0,478.87,0.0,11.93,-2.35,520.0
2000-03-16,8.1,42508.8,0.0,497.55,0.0,16.14,-0.01,600.0
2000-03-17,21.0,42508.8,15.78,411.1,0.0,13.51,-7.3,356.84
2000-03-18,22.0,42854.4,0.0,486.97,0.0,0.21,-13.7,209.2
2000-03-19,16.0,42854.4,0.0,491.37,0.0,5.39,-9.0,320.0
2000-03-20,12.0,43200.01,0.0,351.02,0.0,7.5,-1.5,560.0
2000-03-21,11.0,43200.01,1.0,296.32,0.0,9.13,1.62,689.2
2000-03-22,12.0,43200.01,12.66,165.2,0.0,7.54,2.12,720.0
2000-03-23,14.0,43545.61,0.0,375.26,0.0,12.22,2.32,720.52
2000-03-24,13.0,43545.61,0.0,528.38,0.0,15.3,-1.9,530.52
2000-03-25,11.0,43891.21,1.0,525.87,0.0,19.12,1.5,680.0
2000-03-26,9.0,43891.21,1.0,551.96,0.0,18.86,-0.94,565.8
2000-03-27,7.6,44236.8,0.0,513.34,0.0,12.44,-3.51,473.29
2000-03-28,6.6,44236.8,2.18,433.21,0.0,11.6,-1.39,560.0
2000-03-29,5.7,44582.39,2.0,349.64,0.0,8.5,-0.5,600.0
2000-03-30,4.2,44582.39,1.0,245.83,0.0,4.0,-1.86,531.03
2000-03-31,3.5,44928.0,0.0,516.01,0.0,8.5,-6.49,365.98
2000-04-01,3.2,44928.0,0.0,578.31,0.0,14.0,-6.45,369.2
2000-04-02,3.6,45273.6,0.0,578.82,0.0,16.14,-4.93,414.01
2000-04-03,9.6,45273.6,15.84,190.07,0.0,12.3,5.88,920.0
2000-04-04,92.0,45619.2,33.9,288.07,0.0,15.12,4.86,868.14
2000-04-05,49.0,45619.2,6.58,334.12,0.0,8.12,-3.76,458.59
2000-04-06,26.0,45964.8,3.14,322.67,0.0,8.57,-1.57,554.02
2000-04-07,18.0,45964.8,0.0,555.23,0.0,14.5,-2.54,510.5
2000-04-08,30.0,46310.39,12.25,345.42,0.0,10.06,-1.81,537.48
2000-04-09,46.0,46310.39,12.98,387.67,0.0,8.13,-5.59,403.74
2000-04-10,29.0,46656.0,1.0,376.72,0.0,4.74,-3.95,449.2
2000-04-11,18.0,46656.0,0.0,410.33,0.0,6.54,-3.27,479.64
2000-04-12,14.0,47001.6,2.0,412.42,0.0,5.63,-4.15,446.54
2000-04-13,11.0,47001.6,0.0,505.99,0.0,7.0,-6.04,390.86
2000-04-14,9.5,47347.2,0.0,479.69,0.0,9.05,-3.0,480.0
2000-04-15,8.6,47347.2,0.0,572.08,0.0,20.53,2.5,720.0
2000-04-16,7.8,47692.8,0.0,552.5,0.0,22.32,5.46,896.75
2000-04-17,7.3,47692.8,6.77,423.29,0.0,21.53,3.78,800.0
2000-04-18,6.7,48038.4,5.0,133.95,0.0,7.04,3.21,773.74
2000-04-19,5.9,48038.4,2.0,230.42,0.0,9.0,4.0,800.0
2000-04-20,5.9,48384.0,0.0,331.69,0.0,13.04,5.39,910.86
2000-04-21,13.0,48384.0,17.0,185.21,0.0,13.1,7.5,1040.0
2000-04-22,31.0,48384.0,11.7,201.15,0.0,9.91,4.01,810.35
2000-04-23,40.0,48729.6,8.23,202.86,0.0,7.39,1.69,689.27
2000-04-24,26.0,48729.6,0.0,388.02,0.0,7.35,-0.99,569.2
2000-04-25,18.0,49075.2,0.0,554.19,0.0,16.14,-0.08,600.0
2000-04-26,13.0,49075.2,0.0,558.04,0.0,13.9,-2.17,520.0
2000-04-27,10.0,49420.8,0.0,521.38,0.0,12.6,-1.04,560.0
2000-04-28,8.5,49420.8,0.0,540.7,0.0,14.0,-1.0,563.74
2000-04-29,7.2,49766.4,0.0,565.84,0.0,18.12,-0.35,600.0
2000-04-30,5.7,49766.4,0.0,563.3,0.0,18.18,-0.08,602.82
2000-05-01,4.9,49766.4,0.0,577.41,0.0,18.03,-1.58,550.76
2000-05-02,4.8,50112.01,7.0,407.39,0.0,18.53,2.0,720.0
2000-05-03,4.0,50112.01,0.0,573.06,0.0,19.0,-0.51,593.29
2000-05-04,3.8,50457.6,0.0,562.56,0.0,22.01,2.0,720.0
2000-05-05,3.5,50457.6,4.0,413.29,0.0,25.0,5.02,875.3
2000-05-06,3.2,50457.6,0.0,488.45,0.0,26.77,11.0,1319.92
2000-05-07,3.1,50803.2,0.0,481.22,0.0,27.54,11.97,1397.57
2000-05-08,3.0,50803.2,0.0,478.95,0.0,27.54,11.6,1367.85
2000-05-09,2.9,51148.8,0.0,425.08,0.0,27.89,14.47,1637.57
2000-05-10,2.8,51148.8,0.0,460.86,0.0,27.36,12.14,1417.08
2000-05-11,2.5,51148.8,8.85,381.87,0.0,23.1,5.46,911.13
2000-05-12,2.3,51494.39,3.75,418.34,0.0,23.5,5.19,886.38
2000-05-13,2.4,51494.39,0.0,435.27,0.0,25.14,11.18,1334.78
2000-05-14,2.1,51494.39,6.0,407.38,0.0,23.27,2.2,720.58
2000-05-15,1.7,51840.0,0.0,508.74,0.0,15.54,-1.27,560.33
2000-05-16,1.6,51840.0,0.0,522.94,0.0,15.5,-2.24,520.52
2000-05-17,1.5,51840.0,0.0,528.36,0.0,19.69,1.0,640.0
2000-05-18,5.9,52185.59,0.0,457.64,0.0,21.89,6.88,990.8
2000-05-19,45.0,52185.59,40.28,340.17,0.0,24.17,8.78,1142.39
2000-05-20,37.0,52185.59,2.0,144.47,0.0,11.44,7.63,1050.52
2000-05-21,21.0,52531.2,0.0,239.53,0.0,13.07,6.41,960.19
2000-05-22,14.0,52531.2,4.23,247.92,0.0,16.27,6.57,966.82
2000-05-23,13.0,52531.2,3.79,243.21,0.0,16.41,6.85,988.86
2000-05-24,30.0,52876.8,21.2,224.42,0.0,18.87,9.97,1237.33
2000-05-25,29.0,52876.8,9.17,293.09,0.0,20.64,8.46,1117.03
2000-05-26,19.0,52876.8,0.0,462.4,0.0,18.54,3.56,793.95
2000-05-27,12.0,52876.8,0.0,452.16,0.0,19.04,4.52,842.86
2000-05-28,8.9,53222.4,0.0,406.0,0.0,15.63,3.43,788.65
2000-05-29,6.8,53222.4,0.0,360.08,0.0,16.5,6.09,932.51
2000-05-30,4.7,53222.4,0.0,464.09,0.0,18.81,4.13,819.72
2000-05-31,3.7,53222.4,0.0,471.19,0.0,22.11,6.82,985.38
2000-06-01,3.2,53222.4,0.0,443.51,0.0,25.91,11.5,1360.0
2000-06-02,2.9,53568.0,0.0,424.94,0.0,26.06,12.64,1460.3
2000-06-03,2.4,53568.0,9.91,382.08,0.0,24.86,7.14,1011.1
2000-06-04,1.8,53568.0,0.0,499.68,0.0,18.94,3.01,760.06
2000-06-05,2.2,53568.0,3.0,276.08,0.0,17.64,7.45,1036.32
2000-06-06,4.6,53568.0,14.0,124.57,0.0,11.92,7.89,1071.55
2000-06-07,2.8,53837.64,4.0,250.81,0.0,14.5,5.93,920.0
2000-06-08,2.0,53913.61,0.0,469.35,0.0,22.04,8.0,1080.0
2000-06-09,1.7,53913.61,0.0,450.8,0.0,25.07,11.5,1360.0
2000-06-10,1.4,53913.61,0.0,472.99,0.0,28.12,13.0,1480.0
2000-06-11,1.9,53913.61,0.0,436.83,0.0,28.91,15.5,1760.0
2000-06-12,4.8,53913.61,17.78,274.83,0.0,27.18,16.8,1903.35
2000-06-13,7.4,53913.61,11.82,228.51,0.0,24.5,16.58,1882.88
2000-06-14,7.3,53913.61,11.21,274.0,0.0,26.31,16.54,1876.52
2000-06-15,6.9,53913.61,8.3,245.47,0.0,24.94,16.64,1891.55
2000-06-16,7.2,53913.61,20.56,256.15,0.0,25.35,16.82,1905.38
2000-06-17,6.7,53913.61,5.34,287.98,0.0,25.77,16.01,1811.26
2000-06-18,8.5,53913.61,8.25,270.94,0.0,20.14,11.77,1384.76
2000-06-19,13.0,53913.61,15.0,328.93,0.0,19.0,8.15,1091.83
2000-06-20,13.0,53913.61,0.0,531.03,0.0,24.0,7.56,1044.69
2000-06-21,11.0,53913.61,9.92,349.73,0.0,25.14,12.0,1400.0
2000-06-22,8.8,53913.61,21.42,304.83,0.0,25.06,14.27,1621.32
2000-06-23,7.7,53913.61,0.0,490.75,0.0,24.48,10.13,1250.23
2000-06-24,6.0,53913.61,0.0,515.57,0.0,25.62,9.43,1194.06
2000-06-25,4.4,53913.61,0.0,445.75,0.0,25.85,13.27,1522.64
2000-06-26,3.3,53913.61,0.0,364.34,0.0,27.12,17.46,1992.95
2000-06-27,4.0,53913.61,15.44,290.03,0.0,25.82,15.62,1773.67
2000-06-28,2.5,53913.61,3.21,378.41,0.0,22.93,8.63,1130.21
2000-06-29,2.1,53913.61,0.0,473.04,0.0,21.89,8.85,1148.39
2000-06-30,1.8,53913.61,0.0,506.79,0.0,22.0,7.24,1019.17
2000-07-01,1.5,53913.61,0.0,535.41,0.0,23.5,6.49,964.79
2000-07-02,1.3,53913.61,0.0,529.25,0.0,25.08,8.07,1085.8
2000-07-03,1.4,53913.61,0.0,420.78,0.0,24.24,13.0,1480.0
2000-07-04,1.7,53568.0,7.0,271.3,0.0,22.5,13.53,1553.29
2000-07-05,1.2,53568.0,0.0,513.07,0.0,25.38,9.64,1211.1
2000-07-06,0.95,53568.0,0.0,528.69,0.0,24.14,7.14,1011.1
2000-07-07,0.87,53568.0,0.0,510.16,0.0,21.64,6.13,939.35
2000-07-08,0.79,53568.0,0.0,528.45,0.0,21.55,4.74,859.1
2000-07-09,0.78,53568.0,0.0,503.92,0.0,22.7,7.2,1016.19
2000-07-10,1.2,53222.4,13.01,327.57,0.0,25.0,12.43,1434.02
2000-07-11,0.77,53222.4,0.0,470.09,0.0,24.88,10.85,1308.39
2000-07-12,0.64,53222.4,0.0,524.1,0.0,24.09,6.79,982.84
2000-07-13,0.6,53222.4,0.0,496.83,0.0,25.35,9.31,1184.44
2000-07-14,0.57,52876.8,0.0,430.82,0.0,24.87,12.06,1405.09
2000-07-15,0.64,52876.8,0.0,358.85,0.0,23.64,13.57,1565.98
2000-07-16,0.75,52876.8,6.77,258.02,0.0,22.67,13.14,1501.55
2000-07-17,0.76,52876.8,3.16,298.84,0.0,24.23,12.64,1460.3
2000-07-18,0.57,52531.2,0.0,364.59,0.0,23.18,12.85,1477.59
2000-07-19,0.46,52531.2,0.0,416.85,0.0,21.64,9.54,1203.4
2000-07-20,0.44,52531.2,0.0,413.84,0.0,21.0,9.18,1174.36
2000-07-21,0.5,52531.2,0.0,443.16,0.0,22.14,8.99,1159.18
2000-07-22,0.57,52185.59,5.92,330.41,0.0,21.5,8.43,1114.69
2000-07-23,0.42,52185.59,0.0,482.7,0.0,20.89,5.89,925.95
2000-07-24,0.4,52185.59,0.0,477.76,0.0,22.62,7.64,1051.03
2000-07-25,0.36,51840.0,0.0,472.11,0.0,23.41,8.49,1119.12
2000-07-26,0.29,51840.0,0.0,467.52,0.0,24.58,9.55,1203.61
2000-07-27,0.24,51840.0,0.0,446.3,0.0,26.0,11.64,1371.03
2000-07-28,0.42,51494.39,0.0,437.6,0.0,26.64,12.57,1451.91
2000-07-29,0.45,51494.39,5.27,282.47,0.0,25.01,13.68,1568.8
2000-07-30,0.5,51494.39,4.0,207.34,0.0,24.35,16.5,1880.0
2000-07-31,0.61,51148.8,3.36,212.93,0.0,26.89,18.69,2150.27
2000-08-01,0.56,51148.8,12.26,214.26,0.0,27.0,18.89,2182.09
2000-08-02,0.42,50803.2,4.41,231.11,0.0,26.11,17.44,1989.8
2000-08-03,0.47,50803.2,5.0,285.35,0.0,25.64,14.55,1653.61
2000-08-04,0.44,50803.2,5.0,308.42,0.0,22.6,10.77,1301.96
2000-08-05,0.29,50457.6,0.0,497.98,0.0,22.09,6.14,940.24
2000-08-06,1.3,50457.6,8.99,355.03,0.0,23.08,8.29,1102.84
2000-08-07,3.7,50112.01,27.93,271.43,0.0,23.5,13.5,1560.0
2000-08-08,1.1,50112.01,1.04,375.6,0.0,26.12,14.86,1691.18
2000-08-09,0.72,50112.01,0.0,401.0,0.0,26.89,15.12,1721.09
2000-08-10,0.57,49766.4,0.0,411.76,0.0,26.14,14.06,1605.21
2000-08-11,0.45,49766.4,0.0,430.89,0.0,24.39,11.86,1391.45
2000-08-12,0.4,49420.8,1.87,430.82,0.0,21.77,9.53,1202.72
2000-08-13,0.4,49420.8,5.4,271.68,0.0,21.12,11.58,1366.56
2000-08-14,0.34,49075.2,0.0,436.94,0.0,23.38,10.68,1294.32
2000-08-15,0.26,49075.2,0.0,410.35,0.0,25.5,13.53,1562.79
2000-08-16,1.8,49075.2,25.73,310.09,0.0,25.2,13.05,1493.32
2000-08-17,0.62,48729.6,0.0,407.93,0.0,20.36,9.0,1160.3
2000-08-18,0.46,48729.6,0.0,315.2,0.0,19.02,10.92,1313.29
2000-08-19,0.4,48384.0,0.0,397.01,0.0,19.94,9.09,1166.82
2000-08-20,0.29,48384.0,0.0,479.98,0.0,19.88,5.01,874.6
2000-08-21,0.23,48038.4,0.0,510.13,0.0,20.62,3.13,766.47
2000-08-22,0.22,48038.4,0.0,500.61,0.0,22.9,5.53,920.0
2000-08-23,0.6,47692.8,8.08,343.96,0.0,24.56,9.57,1205.46
2000-08-24,0.5,47692.8,13.2,313.54,0.0,23.81,11.09,1327.03
