Date,Discharge,Dayl,Prcp,Srad,Swe,Tmax,Tmin,Vp
2000-01-01,14.0,33177.6,0.0,275.28,0.0,7.19,-5.5,401.64
2000-01-02,13.0,33416.39,0.0,296.4,0.0,13.32,-2.95,483.88
2000-01-03,15.0,33523.19,0.06,260.44,0.0,16.86,4.61,849.1
2000-01-04,18.0,33523.19,5.28,161.63,0.0,14.37,5.5,920.0
2000-01-05,19.0,33523.19,0.38,294.97,0.0,10.69,-4.6,438.91
2000-01-06,17.0,33523.19,0.0,232.87,0.0,-0.28,-9.35,295.78
2000-01-07,17.0,33523.19,0.0,274.58,0.0,3.94,-8.02,320.0
2000-01-08,19.0,33523.19,0.0,253.98,0.0,2.31,-7.91,329.27
2000-01-09,17.0,33868.8,0.0,255.69,0.0,4.84,-5.5,412.52
2000-01-10,21.0,33868.8,0.0,188.48,0.0,6.87,0.0,600.0
2000-01-11,37.0,33868.8,7.79,167.29,0.0,7.98,-0.54,594.56
2000-01-12,40.0,33868.8,3.62,178.6,0.0,5.27,-3.87,450.8
2000-01-13,43.0,33868.8,3.82,212.25,0.0,8.25,-4.06,446.71
2000-01-14,41.0,34214.41,1.12,321.91,0.0,3.97,-12.87,230.95
2000-01-15,33.0,34214.41,0.0,232.8,0.0,-5.46,-13.77,201.53
2000-01-16,38.0,34214.41,0.0,324.2,0.0,6.02,-10.47,280.0
2000-01-17,32.0,34214.41,0.0,339.52,0.0,5.06,-15.19,197.74
2000-01-18,28.0,34560.01,0.0,200.48,0.0,-7.72,-14.36,201.38
2000-01-19,25.0,34560.01,1.0,150.32,0.0,-6.18,-10.96,269.8
2000-01-20,22.0,34560.01,6.23,80.23,0.0,-4.57,-7.84,331.08
2000-01-21,25.0,34600.84,3.86,204.87,0.0,-5.59,-15.28,198.32
2000-01-22,25.0,34905.6,0.0,178.86,0.0,-12.36,-17.91,159.95
2000-01-23,22.0,34905.6,1.08,274.97,0.0,-6.31,-15.82,180.08
2000-01-24,18.0,34905.6,0.0,201.99,0.0,-2.81,-9.15,302.58
2000-01-25,19.0,35251.21,0.0,205.33,0.0,-3.65,-10.04,281.88
2000-01-26,19.0,35251.21,0.0,139.28,0.0,-8.37,-12.46,239.59
