Date,Discharge,Dayl,Prcp,Srad,Swe,Tmax,Tmin,Vp
2000-01-01,59.0,33868.79,0.0,292.35,0.0,10.69,-4.19,440.95
2000-01-02,58.0,33868.79,0.0,281.96,0.0,11.91,-1.93,527.69
2000-01-03,58.0,33868.79,0.0,260.91,0.0,15.75,3.16,767.37
2000-01-04,58.0,33868.79,0.4,220.91,0.0,16.58,6.5,966.23
2000-01-05,61.0,33868.79,3.06,236.79,0.0,13.6,-5.05,422.16
2000-01-06,55.0,33900.91,0.0,225.72,0.0,0.77,-8.63,317.61
2000-01-07,52.0,34142.5,0.0,267.28,0.0,4.8,-7.15,360.0
2000-01-08,51.0,34214.4,0.0,278.65,0.0,4.93,-7.83,333.35
2000-01-09,53.0,34214.4,0.0,248.11,0.0,4.66,-5.86,399.08
2000-01-10,65.0,34214.4,6.78,147.47,0.0,6.75,-1.18,560.14
2000-01-11,81.0,34214.4,6.41,190.16,0.0,10.28,-0.9,567.61
2000-01-12,72.0,34313.71,0.51,247.78,0.0,7.85,-3.06,487.13
2000-01-13,69.0,34560.01,4.01,223.85,0.0,10.67,-3.44,471.65
2000-01-14,60.0,34560.01,0.57,340.36,0.0,11.93,-12.02,245.8
2000-01-15,53.0,34560.01,0.0,271.47,0.0,-2.2,-13.38,220.72
2000-01-16,60.0,34560.01,0.0,331.1,0.0,7.62,-9.26,299.36
2000-01-17,56.0,34833.71,0.0,345.21,0.0,7.82,-11.06,262.2
2000-01-18,57.0,34905.6,1.79,208.3,0.0,-2.16,-10.16,283.54
2000-01-19,55.0,34905.6,0.0,169.17,0.0,-1.55,-7.63,340.98
2000-01-20,54.0,34905.6,8.45,146.76,0.0,0.58,-6.54,374.24
2000-01-21,44.0,35246.26,0.46,271.46,0.0,-3.51,-14.18,204.02
2000-01-22,38.0,35251.21,0.14,208.16,0.0,-9.75,-17.27,160.0
2000-01-23,43.0,35251.21,1.81,266.06,0.0,-4.12,-14.14,200.0
2000-01-24,48.0,35350.52,0.0,267.1,0.0,-0.19,-10.11,280.17
2000-01-25,45.0,35596.8,0.0,277.3,0.0,-0.06,-10.38,276.68
2000-01-26,42.0,35596.8,0.0,232.86,0.0,-5.63,-13.71,213.5
2000-01-27,38.0,35596.8,0.0,275.92,0.0,-5.81,-15.71,181.45
2000-01-28,35.0,35942.38,0.0,286.27,0.0,-6.56,-16.9,160.0
2000-01-29,38.0,35942.38,0.0,363.72,0.0,-1.07,-16.83,160.0
2000-01-30,43.0,35942.38,8.95,252.9,0.0,0.68,-12.6,240.0
2000-01-31,40.0,36283.06,7.56,156.69,0.0,-2.07,-8.7,315.48
2000-02-01,37.0,36288.01,0.0,259.05,0.0,-1.62,-9.92,287.54
2000-02-02,41.0,36288.01,0.48,222.54,0.0,-2.61,-9.53,296.08
2000-02-03,38.0,36633.59,0.0,341.63,0.0,0.39,-11.53,254.77
2000-02-04,42.0,36633.59,0.77,290.02,0.0,3.34,-5.91,393.7
2000-02-05,39.0,36633.59,0.54,219.55,0.0,0.38,-5.95,395.08
2000-02-06,36.0,36979.21,0.0,310.0,0.0,-0.14,-9.66,290.72
2000-02-07,39.0,36979.21,0.0,337.09,0.0,2.04,-8.54,315.25
2000-02-08,42.0,36979.21,0.0,363.41,0.0,5.83,-6.29,380.99
2000-02-09,47.0,37324.79,0.0,382.2,0.0,5.56,-7.71,340.07
2000-02-10,54.0,37324.79,0.0,408.82,0.0,10.57,-5.34,416.34
2000-02-11,70.0,37501.63,0.0,367.21,0.0,11.31,-1.28,559.27
2000-02-12,102.0,37670.41,3.21,301.67,0.0,10.42,-3.66,465.3
2000-02-13,83.0,37670.41,3.66,101.16,0.0,-0.44,-3.7,459.99
2000-02-14,302.0,38016.02,12.2,209.04,0.0,5.98,-1.61,547.33
2000-02-15,352.0,38016.02,0.72,382.06,0.0,9.01,-3.85,461.33
2000-02-16,236.0,38048.13,0.0,409.16,0.0,8.5,-4.38,444.04
2000-02-17,198.0,38361.61,0.0,452.41,0.0,12.71,-5.17,418.31
2000-02-18,268.0,38361.61,15.98,259.2,0.0,4.32,-5.21,415.95
2000-02-19,1360.0,38707.2,23.86,248.14,0.0,7.73,-1.32,555.76
2000-02-20,669.0,38707.2,0.0,382.3,0.0,7.13,-3.83,462.68
2000-02-21,381.0,38806.51,0.0,352.89,0.0,3.39,-6.19,384.07
2000-02-22,275.0,39052.79,0.0,420.38,0.0,7.4,-5.55,406.24
2000-02-23,221.0,39052.79,0.0,418.43,0.0,11.17,-1.8,536.61
2000-02-24,190.0,39398.42,0.0,422.15,0.0,15.31,1.72,695.57
2000-02-25,169.0,39398.42,0.0,447.47,0.0,19.53,3.12,766.71
2000-02-26,151.0,39739.04,0.0,446.5,0.0,20.87,3.66,800.0
2000-02-27,142.0,39743.99,0.0,394.69,0.0,17.54,4.73,858.29
2000-02-28,164.0,39743.99,9.02,314.62,0.0,14.26,0.41,626.0
2000-02-29,137.0,40089.6,0.0,449.89,0.0,11.22,-4.31,440.0
2000-03-01,128.0,40089.6,0.0,468.05,0.0,15.46,-2.66,505.22
2000-03-02,121.0,40435.21,0.0,435.3,0.0,14.22,-1.13,566.15
2000-03-03,111.0,40435.21,0.0,412.73,0.0,7.6,-5.8,398.96
2000-03-04,105.0,40775.85,0.0,472.03,0.0,11.28,-7.02,360.46
2000-03-05,99.0,40780.8,0.0,457.57,0.0,13.56,-3.75,464.05
2000-03-06,92.0,40780.8,0.0,460.19,0.0,15.05,-3.04,489.73
