Date,Discharge,Dayl,Prcp,Srad,Swe,Tmax,Tmin,Vp
2000-01-01,42.0,33523.21,0.0,291.26,0.0,12.24,-5.02,438.18
2000-01-02,40.0,33523.21,0.0,274.4,0.0,11.48,-3.26,480.0
2000-01-03,39.0,33523.21,0.0,264.83,0.0,18.22,3.67,796.33
2000-01-04,38.0,33535.47,0.0,216.24,0.0,19.3,8.57,1125.22
2000-01-05,38.0,33696.64,2.05,294.8,0.0,18.74,-0.79,579.7
2000-01-06,35.0,33868.79,0.0,230.94,0.0,3.09,-7.51,353.91
2000-01-07,33.0,33868.79,0.0,277.02,0.0,6.88,-7.35,359.17
2000-01-08,32.0,33868.79,0.0,276.14,0.0,7.65,-6.49,370.9
2000-01-09,32.0,33868.79,0.0,269.96,0.0,7.45,-5.83,398.28
2000-01-10,34.0,33868.79,3.05,157.36,0.0,7.27,-1.32,560.0
2000-01-11,39.0,34151.58,3.9,171.54,0.0,11.47,0.92,640.0
2000-01-12,36.0,34214.4,2.29,235.19,0.0,10.41,-1.06,570.34
2000-01-13,33.0,34214.4,0.0,267.47,0.0,11.89,-1.77,538.43
2000-01-14,29.0,34214.4,0.0,319.98,0.0,13.49,-9.39,298.22
2000-01-15,27.0,34226.66,0.0,211.02,0.0,-2.57,-11.46,259.34
2000-01-16,27.0,34559.98,0.0,286.81,0.0,4.07,-10.32,280.0
2000-01-17,26.0,34559.98,0.0,328.79,0.0,13.27,-10.51,274.04
2000-01-18,25.0,34559.98,0.0,180.03,0.0,-3.69,-10.85,263.82
2000-01-19,25.0,34572.24,0.0,171.0,0.0,-2.47,-9.21,305.46
2000-01-20,27.0,34905.61,5.36,114.11,0.0,1.27,-4.86,430.81
2000-01-21,25.0,34905.61,0.99,270.59,0.0,-0.31,-11.74,252.91
2000-01-22,22.0,34905.61,0.0,187.63,0.0,-7.91,-15.0,195.43
2000-01-23,23.0,35079.04,1.07,258.02,0.0,-4.71,-15.04,192.1
2000-01-24,25.0,35251.2,0.0,166.47,0.0,-2.15,-8.25,327.68
2000-01-25,23.0,35251.2,1.46,224.99,0.0,2.24,-7.5,348.17
2000-01-26,21.0,35263.46,0.0,205.37,0.0,-2.95,-10.48,275.58
2000-01-27,20.0,35596.82,0.0,247.14,0.0,-2.84,-12.13,246.41
2000-01-28,18.0,35596.82,0.0,186.2,0.0,-5.86,-12.42,235.66
2000-01-29,19.0,35596.82,0.0,290.27,0.0,-1.88,-13.35,220.39
2000-01-30,21.0,35942.39,3.64,247.27,0.0,1.41,-12.72,240.0
2000-01-31,20.0,35942.39,12.03,114.57,0.0,-1.28,-6.3,384.14
2000-02-01,19.0,35942.39,0.0,244.08,0.0,0.27,-8.11,327.89
2000-02-02,18.0,36288.01,0.0,220.64,0.0,-0.03,-7.14,352.42
2000-02-03,18.0,36288.01,0.0,296.74,0.0,1.1,-9.19,304.3
2000-02-04,19.0,36300.27,0.0,311.27,0.0,4.04,-6.68,360.0
2000-02-05,21.0,36633.6,0.0,278.92,0.0,5.07,-3.95,448.9
2000-02-06,20.0,36633.6,0.0,246.35,0.0,2.5,-4.94,422.57
2000-02-07,20.0,36916.38,0.0,287.44,0.0,3.63,-5.21,418.37
2000-02-08,19.0,36979.2,0.0,364.0,0.0,7.0,-6.12,390.55
2000-02-09,22.0,36979.2,0.0,336.33,0.0,2.49,-8.41,320.0
