Date,Discharge,Dayl,Prcp,Srad,Swe,Tmax,Tmin,Vp
2000-01-01,30.0,32486.4,0.0,163.05,0.0,-0.66,-7.86,331.34
2000-01-02,30.0,32486.4,1.76,234.1,0.0,6.95,-5.78,399.78
2000-01-03,30.0,32486.4,1.49,200.48,0.0,11.46,1.56,684.97
2000-01-04,34.0,32486.4,4.08,94.01,0.0,11.9,6.41,953.17
2000-01-05,36.0,32486.4,8.68,203.39,0.0,12.49,-7.75,338.8
2000-01-06,31.0,32509.74,0.0,176.17,0.0,-4.92,-12.45,239.7
2000-01-07,31.0,32832.0,0.0,211.24,0.0,-1.65,-11.36,256.37
2000-01-08,29.0,32832.0,0.0,234.38,0.0,1.75,-9.87,288.12
2000-01-09,30.0,32832.0,0.0,225.47,0.0,1.34,-9.34,297.17
2000-01-10,39.0,32832.0,7.95,127.75,0.0,5.65,-1.49,560.0
2000-01-11,51.0,32855.34,15.29,76.8,0.0,4.26,0.25,622.37
2000-01-12,43.0,33177.59,0.52,152.21,0.0,3.67,-2.53,508.2
2000-01-13,41.0,33177.59,6.89,126.5,0.0,0.3,-6.45,367.36
2000-01-14,33.0,33177.59,5.89,205.07,0.0,-5.52,-19.73,126.38
2000-01-15,32.0,33177.59,0.0,155.02,0.0,-14.23,-20.12,120.0
2000-01-16,30.0,33523.21,0.0,270.21,0.0,-4.92,-18.62,144.27
2000-01-17,28.0,33523.21,0.98,302.94,0.0,-1.48,-24.62,80.0
2000-01-18,28.0,33523.21,0.0,219.91,0.0,-17.52,-26.29,80.0
2000-01-19,27.0,33863.87,0.0,260.92,0.0,-10.8,-22.45,112.54
2000-01-20,27.0,33868.8,2.0,221.46,0.0,-7.8,-16.57,160.0
2000-01-21,25.0,33868.8,4.0,200.73,0.0,-7.35,-18.9,138.34
2000-01-22,25.0,33892.13,0.0,201.24,0.0,-16.08,-23.47,88.3
2000-01-23,24.0,34214.39,0.0,227.47,0.0,-14.16,-22.82,96.83
2000-01-24,24.0,34214.39,0.0,258.76,0.0,-6.14,-16.73,160.0
2000-01-25,25.0,34237.74,0.0,303.71,0.0,-0.35,-15.54,183.15
2000-01-26,22.0,34560.01,18.33,134.72,0.0,-6.11,-12.14,240.14
2000-01-27,22.0,34560.01,0.0,273.51,0.0,-9.03,-19.74,124.38
2000-01-28,22.0,34900.67,0.0,205.04,0.0,-15.16,-22.12,113.64
2000-01-29,20.0,34905.6,0.0,267.79,0.0,-11.6,-21.7,120.0
2000-01-30,20.0,34905.6,0.0,339.44,0.0,-1.48,-19.65,120.0
2000-01-31,19.0,35251.19,23.98,256.85,0.0,0.39,-16.11,168.61
2000-02-01,19.0,35251.19,0.0,161.57,0.0,-3.93,-8.99,320.0
2000-02-02,20.0,35251.19,1.01,264.21,0.0,-4.57,-13.57,214.34
2000-02-03,20.0,35596.8,0.0,213.05,0.0,-9.5,-16.28,161.09
2000-02-04,19.0,35596.8,2.0,236.96,0.0,-6.02,-13.3,216.81
2000-02-05,19.0,35942.39,0.0,242.3,0.0,-4.12,-11.52,246.34
2000-02-06,18.0,35942.39,1.0,273.23,0.0,-2.89,-11.44,253.57
2000-02-07,19.0,35942.39,0.0,304.94,0.0,-2.78,-12.75,231.76
2000-02-08,18.0,36288.0,0.0,388.16,0.0,-1.13,-21.73,120.0
2000-02-09,18.0,36288.0,0.0,385.41,0.0,-2.33,-20.88,120.0
2000-02-10,19.0,36633.6,0.0,327.9,0.0,4.39,-7.5,360.0
2000-02-11,20.0,36633.6,2.0,274.03,0.0,5.45,-3.49,479.56
2000-02-12,20.0,36979.2,0.0,392.57,0.0,3.4,-15.55,186.41
2000-02-13,21.0,36979.2,0.0,348.23,0.0,-4.26,-16.96,160.0
2000-02-14,189.0,36979.2,21.99,287.68,0.0,2.95,-12.33,240.0
2000-02-15,60.0,37324.8,11.81,260.32,0.0,5.52,-6.59,371.16
2000-02-16,45.0,37324.8,2.0,306.0,0.0,-1.31,-10.56,272.2
2000-02-17,38.0,37670.39,0.0,394.98,0.0,1.54,-13.19,221.03
2000-02-18,39.0,37670.39,0.0,330.36,0.0,-5.7,-15.74,178.33
2000-02-19,37.0,38016.0,15.02,119.74,0.0,-4.91,-9.0,319.87
2000-02-20,34.0,38016.0,1.35,174.39,0.0,-2.92,-7.31,354.12
2000-02-21,31.0,38361.6,3.13,108.66,0.0,-3.45,-6.95,360.44
2000-02-22,33.0,38361.6,0.0,334.22,0.0,0.61,-8.72,320.0
2000-02-23,33.0,38707.2,0.0,444.37,0.0,9.54,-7.41,360.0
2000-02-24,45.0,38707.2,0.0,353.05,0.0,10.12,-0.03,600.3
2000-02-25,144.0,39052.8,0.08,378.38,0.0,12.61,1.0,642.85
2000-02-26,201.0,39052.8,11.98,157.44,0.0,4.89,-0.22,600.81
2000-02-27,351.0,39398.41,0.0,280.29,0.0,7.56,0.42,627.86
2000-02-28,494.0,39398.41,13.96,308.7,0.0,12.53,-0.1,606.29
2000-02-29,265.0,39421.75,0.0,268.22,0.0,1.84,-4.52,438.74
2000-03-01,191.0,39744.01,0.0,410.36,0.0,5.83,-5.46,403.44
2000-03-02,158.0,39744.01,7.0,305.89,0.0,7.82,-3.35,480.0
2000-03-03,122.0,40089.59,1.48,225.44,0.0,-0.17,-5.76,401.17
2000-03-04,99.0,40089.59,0.0,365.81,0.0,0.78,-8.18,330.03
2000-03-05,85.0,40435.2,0.0,409.0,0.0,4.51,-6.17,384.0
2000-03-06,72.0,40435.2,0.0,209.46,0.0,1.82,-2.79,496.82
2000-03-07,65.0,40780.8,0.0,385.52,0.0,5.4,-4.25,440.0
2000-03-08,69.0,40780.8,0.0,494.11,0.0,15.19,-1.53,555.49
2000-03-09,104.0,41126.4,0.0,498.13,0.0,19.23,1.69,695.45
2000-03-10,175.0,41126.4,10.32,391.8,0.0,20.0,-0.92,574.22
2000-03-11,183.0,41472.0,10.75,171.18,0.0,3.0,-1.8,536.3
2000-03-12,327.0,41472.0,32.26,178.44,0.0,4.39,-0.57,594.19
2000-03-13,207.0,41817.61,2.23,405.6,0.0,2.68,-7.99,332.92
2000-03-14,165.0,41817.61,0.0,361.92,0.0,0.79,-6.83,364.08
2000-03-15,132.0,42163.2,0.0,397.98,0.0,6.36,-2.39,520.0
2000-03-16,115.0,42163.2,0.0,507.46,0.0,13.25,-0.56,594.61
2000-03-17,187.0,42508.81,30.09,418.14,0.0,16.09,-4.25,445.55
2000-03-18,143.0,42508.81,0.0,492.08,0.0,-3.88,-15.53,183.74
2000-03-19,126.0,42854.39,0.0,511.97,0.0,1.02,-11.74,247.65
2000-03-20,109.0,42854.39,0.0,415.76,0.0,3.64,-5.45,403.89
2000-03-21,97.0,43200.0,0.0,448.85,0.0,8.19,-2.14,526.12
2000-03-22,87.0,43545.6,0.0,309.3,0.0,5.95,-0.44,592.25
2000-03-23,78.0,43545.6,0.0,521.27,0.0,12.6,-1.48,559.56
2000-03-24,70.0,43891.2,0.0,537.89,0.0,14.55,-0.65,585.57
2000-03-25,66.0,43891.2,0.0,551.77,0.0,17.47,0.6,638.89
2000-03-26,66.0,44236.8,6.0,384.8,0.0,16.04,2.32,721.97
2000-03-27,59.0,44236.8,0.0,507.06,0.0,9.66,-3.38,479.18
2000-03-28,196.0,44582.39,34.19,381.42,0.0,11.95,-1.22,561.69
2000-03-29,169.0,44582.39,4.0,263.96,0.0,6.2,-1.25,559.51
2000-03-30,140.0,44928.0,2.99,108.0,0.0,2.69,0.01,610.42
2000-03-31,117.0,44928.0,1.0,324.03,0.0,3.33,-3.24,480.0
2000-04-01,100.0,45273.59,0.0,447.42,0.0,6.11,-3.79,456.4
2000-04-02,88.0,45273.59,0.0,536.27,0.0,14.32,0.23,616.78
2000-04-03,91.0,45619.2,12.02,223.97,0.0,13.7,7.46,1036.71
2000-04-04,186.0,45619.2,29.15,249.31,0.0,15.46,8.41,1112.68
2000-04-05,183.0,45964.8,8.23,425.8,0.0,12.39,-3.42,476.04
2000-04-06,149.0,45964.8,0.0,213.94,0.0,-0.07,-4.17,444.09
2000-04-07,124.0,46310.41,0.0,573.03,0.0,14.12,-1.67,543.04
