Date,Discharge,Dayl,Prcp,Srad,Swe,Tmax,Tmin,Vp
2000-01-01,50.0,33868.79,0.0,287.78,0.0,10.37,-4.45,440.62
2000-01-02,47.0,33868.79,0.0,273.71,0.0,10.85,-2.57,510.24
2000-01-03,46.0,33868.79,0.0,276.55,0.0,15.8,1.5,680.09
2000-01-04,46.0,33868.79,0.68,236.49,0.0,16.77,5.06,875.04
2000-01-05,48.0,33952.1,2.69,265.05,0.0,14.25,-5.03,421.71
2000-01-06,44.0,34050.42,0.0,218.03,0.0,0.25,-8.87,313.74
2000-01-07,40.0,34188.34,0.0,273.35,0.0,4.91,-7.79,336.42
2000-01-08,39.0,34214.4,0.0,274.67,0.0,4.81,-7.91,331.52
2000-01-09,39.0,34214.4,0.0,253.91,0.0,4.56,-6.55,366.81
2000-01-10,48.0,34214.4,7.34,135.25,0.0,5.76,-1.47,552.6
2000-01-11,70.0,34297.71,6.53,191.71,0.0,10.62,-0.9,569.72
2000-01-12,66.0,34442.2,1.19,238.09,0.0,7.85,-3.43,471.58
2000-01-13,62.0,34560.0,2.4,250.99,0.0,10.65,-3.93,451.77
2000-01-14,59.0,34560.0,2.99,286.57,0.0,11.99,-11.95,246.36
2000-01-15,53.0,34560.0,0.0,254.0,0.0,-3.16,-13.5,217.9
2000-01-16,56.0,34696.66,0.0,328.46,0.0,6.93,-10.03,280.0
2000-01-17,53.0,34879.55,0.0,338.98,0.0,7.68,-10.7,270.04
2000-01-18,51.0,34905.61,1.52,223.47,0.0,-1.59,-10.11,283.37
2000-01-19,50.0,34905.61,0.0,162.27,0.0,-1.41,-7.29,351.55
2000-01-20,53.0,35042.25,8.47,147.23,0.0,0.56,-6.65,373.32
2000-01-21,45.0,35251.2,1.81,253.96,0.0,-3.28,-14.07,207.83
2000-01-22,40.0,35251.2,0.06,203.67,0.0,-9.9,-17.21,160.04
2000-01-23,35.0,35251.2,2.08,267.29,0.0,-4.32,-14.69,200.0
2000-01-24,35.0,35479.01,0.0,261.8,0.0,-0.11,-9.92,286.1
2000-01-25,33.0,35596.82,0.0,284.38,0.0,0.79,-10.12,283.44
2000-01-26,31.0,35596.82,0.0,212.87,0.0,-5.71,-13.07,225.78
2000-01-27,29.0,35680.13,0.0,265.84,0.0,-5.94,-15.5,183.85
2000-01-28,26.0,35942.4,0.0,285.59,0.0,-7.13,-17.56,160.0
2000-01-29,27.0,35942.4,0.0,363.88,0.0,-1.02,-17.21,160.0
2000-01-30,27.0,35972.5,9.73,256.75,0.0,0.76,-13.11,225.91
2000-01-31,27.0,36288.0,9.59,156.76,0.0,-1.86,-8.55,319.41
2000-02-01,27.0,36288.0,0.0,243.08,0.0,-1.92,-9.69,292.1
2000-02-02,28.0,36288.0,1.4,192.2,0.0,-2.99,-9.31,302.0
2000-02-03,30.0,36633.61,0.0,335.71,0.0,-0.13,-11.73,251.63
2000-02-04,30.0,36633.61,1.27,317.53,0.0,3.73,-7.02,360.47
2000-02-05,30.0,36663.71,0.9,198.65,0.0,-0.11,-5.77,398.13
2000-02-06,30.0,36979.22,0.0,301.06,0.0,-0.56,-9.67,292.21
2000-02-07,31.0,36979.22,0.0,342.45,0.0,1.64,-9.19,303.23
2000-02-08,32.0,37115.87,0.0,360.55,0.0,5.82,-6.11,386.42
2000-02-09,35.0,37324.8,0.0,388.81,0.0,5.55,-8.25,321.76
2000-02-10,42.0,37324.8,0.0,416.1,0.0,10.51,-6.36,373.75
2000-02-11,52.0,37597.79,0.0,380.2,0.0,11.35,-2.2,521.88
2000-02-12,97.0,37670.39,2.93,292.01,0.0,10.11,-3.04,490.13
2000-02-13,88.0,37670.39,4.89,94.43,0.0,-0.18,-3.25,479.77
2000-02-14,299.0,38016.0,12.93,210.76,0.0,6.01,-1.59,552.01
2000-02-15,418.0,38016.0,2.99,341.68,0.0,9.14,-3.88,461.14
2000-02-16,283.0,38197.63,0.0,402.58,0.0,7.89,-4.57,437.44
2000-02-17,232.0,38361.61,0.0,450.15,0.0,13.11,-4.66,435.29
2000-02-18,256.0,38361.61,14.85,262.15,0.0,5.0,-4.72,433.72
2000-02-19,1320.0,38707.19,26.28,242.34,0.0,7.56,-1.18,563.98
2000-02-20,794.0,38707.19,0.0,384.57,0.0,7.38,-3.75,466.92
2000-02-21,490.0,38934.99,0.0,325.25,0.0,2.44,-6.06,389.91
2000-02-22,341.0,39052.8,0.0,418.72,0.0,7.1,-5.68,403.34
2000-02-23,261.0,39052.8,0.0,422.26,0.0,10.69,-2.45,515.14
2000-02-24,214.0,39398.41,0.0,427.41,0.0,14.73,0.92,644.18
2000-02-25,185.0,39398.41,0.0,459.33,0.0,19.44,1.86,701.86
2000-02-26,160.0,39743.99,0.0,456.86,0.0,21.04,3.33,784.17
2000-02-27,145.0,39743.99,0.0,420.29,0.0,18.76,4.35,828.18
2000-02-28,163.0,39743.99,10.22,322.61,0.0,14.56,-0.03,608.49
2000-02-29,139.0,40089.6,0.0,447.02,0.0,10.8,-4.32,441.14
2000-03-01,126.0,40089.6,0.0,475.68,0.0,15.72,-3.13,482.1
2000-03-02,120.0,40435.2,0.0,440.77,0.0,14.03,-1.28,557.89
2000-03-03,110.0,40435.2,0.0,412.4,0.0,7.18,-5.84,396.95
2000-03-04,102.0,40780.79,0.0,472.85,0.0,11.11,-6.45,379.65
2000-03-05,95.0,40780.79,0.0,466.79,0.0,13.91,-3.34,480.42
2000-03-06,87.0,40780.79,0.0,473.03,0.0,15.05,-3.2,484.93
2000-03-07,80.0,41126.39,0.0,476.85,0.0,18.45,-1.01,567.88
2000-03-08,75.0,41126.39,0.0,468.77,0.0,22.21,2.24,718.45
2000-03-09,71.0,41471.99,0.0,451.68,0.0,24.19,4.97,877.37
2000-03-10,69.0,41471.99,0.0,403.96,0.0,20.08,4.97,877.43
