Date,Discharge,Dayl,Prcp,Srad,Swe,Tmax,Tmin,Vp
2000-01-01,65.0,33868.81,0.0,277.94,0.0,11.51,-1.79,536.82
2000-01-02,61.0,33871.82,0.0,278.75,0.0,14.73,1.64,691.22
2000-01-03,58.0,34188.98,0.0,226.82,0.0,16.69,6.59,967.14
2000-01-04,64.0,34214.4,0.0,177.03,0.0,16.48,8.11,1089.19
2000-01-05,63.0,34214.4,11.11,238.46,0.0,16.59,-4.56,445.63
2000-01-06,56.0,34214.4,0.0,212.03,0.0,3.26,-6.26,379.21
2000-01-07,55.0,34214.4,0.0,273.27,0.0,7.16,-5.45,409.27
2000-01-08,54.0,34214.4,0.0,274.57,0.0,7.51,-5.68,401.11
2000-01-09,56.0,34217.41,0.0,223.99,0.0,5.24,-4.49,440.0
2000-01-10,80.0,34559.99,9.42,129.0,0.0,6.6,-0.3,600.0
2000-01-11,70.0,34559.99,14.07,203.22,0.0,11.55,-1.27,567.39
2000-01-12,67.0,34559.99,0.0,229.9,0.0,10.2,-0.49,593.26
2000-01-13,66.0,34559.99,0.0,241.62,0.0,10.86,-0.53,589.95
2000-01-14,64.0,34559.99,0.0,340.82,0.0,14.4,-8.87,312.37
2000-01-15,63.0,34905.6,0.0,239.17,0.0,-0.68,-10.49,280.44
2000-01-16,63.0,34905.6,0.0,277.96,0.0,6.07,-6.24,380.41
2000-01-17,60.0,34905.6,0.0,339.97,0.0,11.23,-9.02,311.74
2000-01-18,58.0,34905.6,4.31,178.39,0.0,-1.14,-9.97,289.97
2000-01-19,55.0,35251.2,0.01,186.2,0.0,-3.3,-9.76,298.97
2000-01-20,53.0,35251.2,11.2,204.88,0.0,1.73,-8.68,326.83
2000-01-21,51.0,35251.2,0.0,319.25,0.0,-0.69,-13.46,220.58
2000-01-22,46.0,35251.2,0.0,249.25,0.0,-6.88,-15.8,181.23
2000-01-23,40.0,35596.79,0.0,198.67,0.0,-4.17,-11.01,277.98
2000-01-24,41.0,35596.79,0.0,285.74,0.0,-0.61,-11.03,267.06
2000-01-25,43.0,35596.79,10.93,164.89,0.0,0.07,-7.96,323.0
2000-01-26,44.0,35744.17,0.0,293.34,0.0,-3.32,-13.61,222.05
2000-01-27,40.0,35942.4,0.0,336.34,0.0,-2.5,-15.1,196.98
2000-01-28,36.0,35942.4,0.0,331.99,0.0,-2.78,-15.02,190.61
2000-01-29,38.0,35942.4,0.0,374.05,0.0,-0.15,-15.55,185.38
2000-01-30,40.0,36288.0,9.7,221.69,0.0,0.06,-10.8,280.0
2000-01-31,43.0,36288.0,15.97,161.06,0.0,-1.37,-7.91,343.03
2000-02-01,41.0,36288.0,0.0,193.33,0.0,-0.98,-7.29,360.0
2000-02-02,38.0,36633.6,0.0,301.61,0.0,-0.42,-9.84,298.72
2000-02-03,38.0,36633.6,0.0,350.96,0.0,1.72,-10.11,290.92
2000-02-04,39.0,36633.6,0.0,303.2,0.0,4.1,-5.42,407.62
2000-02-05,38.0,36979.2,0.0,278.44,0.0,2.26,-5.93,400.43
2000-02-06,36.0,36979.2,0.0,291.19,0.0,1.93,-6.69,373.9
2000-02-07,37.0,36979.2,0.0,361.7,0.0,6.16,-5.29,416.59
2000-02-08,38.0,37324.81,0.0,317.88,0.0,7.11,-3.07,483.55
2000-02-09,37.0,37324.81,0.0,400.2,0.0,7.6,-6.19,383.28
2000-02-10,40.0,37472.18,0.0,409.42,0.0,10.94,-4.31,440.0
2000-02-11,44.0,37670.4,0.0,377.36,0.0,13.73,0.59,640.0
2000-02-12,47.0,37670.4,4.29,330.68,0.0,15.19,-2.33,517.77
2000-02-13,44.0,38016.0,6.09,138.89,0.0,-0.31,-4.9,430.25
2000-02-14,58.0,38016.0,8.31,208.41,0.0,4.61,-2.82,499.05
2000-02-15,59.0,38016.0,0.0,430.15,0.0,11.13,-3.71,472.95
2000-02-16,60.0,38361.61,0.0,425.86,0.0,9.78,-4.58,448.59
2000-02-17,55.0,38361.61,0.0,449.87,0.0,16.15,-2.16,525.56
2000-02-18,87.0,38681.79,8.87,234.77,0.0,5.38,-3.7,469.88
2000-02-19,170.0,38707.2,19.26,278.55,0.0,9.29,-2.18,523.01
2000-02-20,160.0,38707.2,0.0,446.96,0.0,11.39,-4.72,442.08
2000-02-21,145.0,39052.79,0.0,357.69,0.0,6.3,-4.49,437.01
2000-02-22,127.0,39052.79,0.0,376.96,0.0,8.6,-3.47,470.33
2000-02-23,122.0,39372.97,0.0,420.41,0.0,12.65,-1.24,560.47
2000-02-24,108.0,39398.38,0.0,419.0,0.0,17.05,2.74,740.16
2000-02-25,98.0,39398.38,0.0,438.41,0.0,21.46,4.93,874.04
2000-02-26,90.0,39744.0,0.0,422.02,0.0,21.94,6.13,930.69
2000-02-27,83.0,39744.0,0.0,343.51,0.0,17.03,6.19,935.1
2000-02-28,79.0,40089.59,6.66,313.32,0.0,17.14,2.72,746.9
2000-02-29,72.0,40089.59,0.0,439.65,0.0,13.56,-1.83,533.76
2000-03-01,68.0,40089.59,0.0,446.01,0.0,15.23,-1.27,560.0
2000-03-02,64.0,40435.2,0.0,443.99,0.0,14.98,-0.98,571.21
2000-03-03,60.0,40435.2,0.0,383.53,0.0,10.34,-2.45,519.95
2000-03-04,58.0,40780.79,0.0,433.98,0.0,11.21,-3.71,465.46
2000-03-05,54.0,40780.79,0.0,387.09,0.0,13.22,0.33,619.1
2000-03-06,52.0,41126.41,0.0,427.5,0.0,17.08,1.3,663.95
2000-03-07,49.0,41126.41,0.0,444.27,0.0,18.98,1.51,680.64
2000-03-08,48.0,41126.41,0.0,409.94,0.0,20.82,5.44,908.53
2000-03-09,46.0,41472.0,0.0,409.99,0.0,25.53,9.55,1203.82
2000-03-10,44.0,41472.0,0.0,375.26,0.0,21.81,7.99,1078.88
2000-03-11,51.0,41817.61,5.59,259.54,0.0,19.33,7.25,1020.32
2000-03-12,63.0,41817.61,18.46,272.17,0.0,14.98,3.11,768.81
2000-03-13,50.0,42163.2,0.0,373.77,0.0,5.74,-5.97,391.38
2000-03-14,49.0,42163.2,0.0,377.66,0.0,8.76,-3.45,472.51
2000-03-15,48.0,42163.2,0.0,408.73,0.0,13.61,-0.74,579.62
2000-03-16,54.0,42508.81,0.0,392.79,0.0,17.06,3.25,779.27
2000-03-17,67.0,42508.81,13.03,269.71,0.0,15.03,3.42,800.73
2000-03-18,60.0,42854.4,0.0,449.08,0.0,9.33,-6.14,386.25
2000-03-19,61.0,42854.4,0.0,345.43,0.0,6.17,-4.15,449.78
2000-03-20,75.0,43199.99,0.0,256.06,0.0,4.6,-2.36,521.05
2000-03-21,220.0,43199.99,27.11,157.55,0.0,4.89,-0.55,600.31
2000-03-22,261.0,43199.99,0.0,303.29,0.0,7.68,-0.63,593.55
2000-03-23,230.0,43545.59,0.0,379.31,0.0,12.54,1.25,679.2
2000-03-24,199.0,43545.59,0.0,416.51,0.0,16.6,3.21,777.17
2000-03-25,173.0,43891.2,0.0,424.26,0.0,18.83,4.65,851.42
2000-03-26,149.0,43891.2,0.0,430.36,0.0,21.46,6.82,984.66
2000-03-27,137.0,44236.81,0.0,447.34,0.0,17.33,2.34,720.28
2000-03-28,125.0,44236.81,2.22,344.51,0.0,13.3,2.64,730.85
2000-03-29,111.0,44236.81,3.16,326.73,0.0,10.71,-0.36,600.82
2000-03-30,101.0,44582.4,0.0,364.94,0.0,12.79,2.04,720.0
2000-03-31,90.0,44582.4,0.0,435.23,0.0,14.62,1.25,662.8
