Date,Discharge,Dayl,Prcp,Srad,Swe,Tmax,Tmin,Vp
2000-01-01,39.0,32487.24,0.0,246.91,0.0,5.3,-6.96,360.0
2000-01-02,36.0,32704.57,1.81,264.31,0.0,8.88,-5.78,400.0
2000-01-03,36.0,32832.01,1.94,237.01,0.0,13.53,1.66,692.55
2000-01-04,53.0,32832.01,11.03,99.23,0.0,12.6,7.02,1001.3
2000-01-05,52.0,32832.01,3.46,210.85,0.0,13.71,-5.21,417.16
2000-01-06,48.0,32832.01,0.0,160.33,0.0,-2.0,-8.36,320.12
2000-01-07,48.0,32832.01,0.0,188.9,0.0,1.49,-6.3,376.27
2000-01-08,48.0,33050.17,0.0,209.7,0.0,2.56,-6.32,371.56
2000-01-09,49.0,33177.61,0.0,197.35,0.0,2.11,-5.99,391.19
2000-01-10,57.0,33177.61,2.5,188.58,0.0,6.83,-2.38,520.0
2000-01-11,66.0,33177.61,8.85,91.39,0.0,5.26,0.55,640.0
2000-01-12,62.0,33177.61,0.73,177.07,0.0,4.83,-2.18,526.49
2000-01-13,64.0,33514.59,3.42,130.33,0.0,2.7,-4.08,443.43
2000-01-14,62.0,33523.2,3.09,206.81,0.0,-3.67,-16.4,166.31
2000-01-15,56.0,33523.2,0.0,222.91,0.0,-7.97,-16.76,164.95
2000-01-16,52.0,33523.2,0.0,266.65,0.0,-1.59,-13.44,205.3
2000-01-17,46.0,33860.18,0.03,318.98,0.0,4.42,-19.05,131.54
2000-01-18,40.0,33868.8,0.0,221.34,0.0,-12.12,-20.5,121.1
2000-01-19,44.0,33868.8,0.0,251.31,0.0,-9.76,-19.76,125.6
2000-01-20,56.0,33946.47,3.0,167.69,0.0,-3.5,-11.96,247.31
2000-01-21,38.0,34214.41,4.68,225.53,0.0,-4.12,-18.07,160.0
2000-01-22,35.0,34214.41,1.75,189.96,0.0,-12.49,-20.41,120.0
2000-01-23,32.0,34214.41,2.24,256.11,0.0,-9.08,-20.26,120.01
2000-01-24,45.0,34560.0,0.0,162.34,0.0,-5.98,-11.44,247.38
2000-01-25,35.0,34560.0,0.0,287.02,0.0,-1.44,-12.98,234.96
2000-01-26,29.0,34560.0,4.46,89.27,0.0,-7.88,-11.66,246.37
2000-01-27,20.0,34905.61,0.0,294.1,0.0,-6.56,-17.97,159.64
2000-01-28,17.0,34905.61,0.0,217.77,0.0,-10.95,-18.17,155.3
2000-01-29,14.0,34906.45,0.0,309.34,0.0,-6.74,-18.95,127.64
2000-01-30,12.0,35251.2,0.0,344.99,0.0,-2.07,-18.2,160.0
2000-01-31,14.0,35251.2,9.35,158.52,0.0,-2.46,-9.16,307.4
2000-02-01,20.0,35469.36,0.0,123.48,0.0,-4.26,-7.79,332.72
2000-02-02,18.0,35596.79,0.0,242.81,0.0,-3.96,-11.3,254.14
2000-02-03,16.0,35596.79,0.0,251.0,0.0,-5.4,-13.02,238.14
2000-02-04,14.0,35942.39,2.0,201.99,0.0,-4.04,-9.63,280.0
2000-02-05,13.0,35942.39,3.64,250.93,0.0,-0.03,-11.5,246.37
2000-02-06,12.0,36020.05,1.12,302.53,0.0,-2.74,-12.03,242.52
2000-02-07,11.0,36288.0,0.0,283.87,0.0,0.04,-8.34,320.0
2000-02-08,10.0,36288.0,0.0,395.91,0.0,0.53,-18.15,159.79
2000-02-09,10.0,36633.59,0.0,394.28,0.0,-1.11,-18.55,147.44
2000-02-10,11.0,36633.59,0.0,391.78,0.0,7.57,-10.19,280.0
2000-02-11,14.0,36970.59,2.0,314.82,0.0,5.45,-4.99,440.0
2000-02-12,17.0,36979.2,0.0,397.09,0.0,3.94,-13.55,211.86
2000-02-13,19.0,36979.2,0.0,314.09,0.0,-3.16,-13.11,220.95
2000-02-14,55.0,37324.8,19.77,193.41,0.0,-0.5,-7.97,322.11
2000-02-15,51.0,37324.8,4.87,220.18,0.0,1.62,-6.99,364.34
2000-02-16,40.0,37670.41,0.0,282.35,0.0,0.37,-7.33,353.05
2000-02-17,37.0,37670.41,0.0,410.1,0.0,5.62,-9.34,293.4
2000-02-18,36.0,38016.0,5.15,200.9,0.0,-2.19,-9.15,299.08
2000-02-19,37.0,38016.0,18.7,127.31,0.0,-1.93,-6.02,390.05
2000-02-20,34.0,38234.18,2.01,167.16,0.0,-2.9,-6.76,366.13
2000-02-21,31.0,38361.61,0.0,226.49,0.0,-1.87,-7.15,360.74
2000-02-22,31.0,38361.61,0.0,363.59,0.0,2.91,-6.65,360.27
2000-02-23,41.0,38707.19,0.0,416.61,0.0,8.79,-3.89,448.49
2000-02-24,68.0,38707.19,0.0,410.25,0.0,12.4,0.0,600.0
2000-02-25,141.0,39052.81,4.01,318.11,0.0,14.81,0.94,640.0
2000-02-26,260.0,39052.81,0.0,403.82,0.0,14.17,2.0,720.0
2000-02-27,318.0,39398.39,0.0,161.5,0.0,6.43,2.7,738.8
2000-02-28,451.0,39398.39,14.72,297.4,0.0,10.68,-0.44,598.92
2000-02-29,376.0,39744.01,0.0,406.83,0.0,6.33,-4.64,440.0
2000-03-01,283.0,39744.01,0.0,469.34,0.0,11.67,-4.22,440.0
2000-03-02,222.0,40089.6,4.32,282.21,0.0,8.95,-1.0,560.0
2000-03-03,174.0,40089.6,0.0,253.48,0.0,1.07,-4.73,438.48
2000-03-04,143.0,40435.21,0.0,420.45,0.0,5.59,-5.89,400.0
2000-03-05,121.0,40435.21,0.0,465.71,0.0,9.7,-4.9,440.0
2000-03-06,104.0,40780.8,0.0,458.96,0.0,10.49,-3.5,480.0
2000-03-07,92.0,40780.8,0.0,467.66,0.0,11.15,-3.5,480.0
2000-03-08,84.0,41126.41,0.0,508.68,0.0,19.54,-1.5,559.88
2000-03-09,80.0,41126.41,0.0,491.22,0.0,23.92,4.59,846.89
2000-03-10,73.0,41472.0,4.0,384.34,0.0,22.33,0.0,612.93
2000-03-11,74.0,41472.0,0.0,208.68,0.0,2.27,-2.5,508.36
2000-03-12,90.0,41817.6,13.96,152.81,0.0,2.79,-1.76,536.26
2000-03-13,83.0,41817.6,1.05,311.42,0.0,-0.16,-7.93,332.69
2000-03-14,82.0,42163.21,0.0,462.1,0.0,5.3,-6.91,364.59
2000-03-15,80.0,42163.21,0.0,445.62,0.0,9.72,-2.01,520.0
2000-03-16,89.0,42508.8,0.0,515.94,0.0,17.6,0.19,614.88
2000-03-17,148.0,42508.8,19.7,409.06,0.0,14.98,-5.59,405.74
2000-03-18,153.0,42854.39,0.0,421.03,0.0,-2.26,-12.52,240.75
2000-03-19,152.0,42854.39,0.0,503.66,0.0,3.95,-10.38,282.57
2000-03-20,139.0,43199.99,0.0,333.23,0.0,4.29,-3.54,468.48
2000-03-21,135.0,43199.99,5.92,291.63,0.0,9.85,0.09,614.08
2000-03-22,141.0,43199.99,21.73,103.59,0.0,4.23,1.28,663.44
2000-03-23,134.0,43545.61,0.0,346.32,0.0,11.37,3.01,760.76
2000-03-24,134.0,43545.61,0.0,489.15,0.0,12.12,-1.52,548.71
2000-03-25,128.0,43891.18,0.0,544.03,0.0,18.08,-0.28,603.33
2000-03-26,117.0,43891.18,4.71,405.27,0.0,20.62,1.94,715.1
2000-03-27,106.0,44236.8,0.0,517.89,0.0,12.67,-2.78,497.45
2000-03-28,99.0,44236.8,2.93,361.37,0.0,13.24,0.04,603.22
2000-03-29,88.0,44582.39,1.73,410.99,0.0,10.7,0.13,611.89
2000-03-30,76.0,44582.39,1.8,141.16,0.0,3.6,0.59,637.74
2000-03-31,67.0,44928.0,0.0,444.72,0.0,6.52,-4.68,440.0
2000-04-01,61.0,44928.0,0.0,548.6,0.0,12.55,-4.44,440.0
2000-04-02,59.0,45273.6,0.0,561.53,0.0,17.48,-1.67,546.25
2000-04-03,85.0,45273.6,13.67,197.97,0.0,12.79,6.41,953.08
2000-04-04,496.0,45619.2,33.92,272.87,0.0,17.97,8.64,1130.85
2000-04-05,493.0,45619.2,1.82,503.55,0.0,10.79,-3.23,482.19
2000-04-06,360.0,45964.8,2.13,371.36,0.0,6.19,-3.0,489.82
2000-04-07,259.0,45964.8,0.0,557.86,0.0,18.01,-0.13,600.0
2000-04-08,226.0,46310.4,6.04,322.81,0.0,11.13,0.51,640.0
2000-04-09,218.0,46310.4,17.2,429.48,0.0,12.26,-5.5,410.81
2000-04-10,198.0,46656.0,0.15,409.22,0.0,5.26,-4.28,449.52
2000-04-11,179.0,46656.0,0.0,431.55,0.0,8.03,-2.32,522.64
2000-04-12,160.0,47001.6,1.88,382.97,0.0,7.06,-1.77,535.66
2000-04-13,135.0,47001.6,0.0,459.51,0.0,5.69,-5.42,406.32
2000-04-14,117.0,47347.19,0.0,500.02,0.0,9.27,-3.56,468.42
2000-04-15,104.0,47347.19,0.0,535.15,0.0,17.33,2.12,720.0
2000-04-16,94.0,47692.8,0.0,545.64,0.0,22.48,5.92,920.0
2000-04-17,128.0,47692.8,10.58,427.77,0.0,23.06,3.85,807.29
2000-04-18,193.0,48038.39,13.92,145.71,0.0,7.2,3.1,768.28
2000-04-19,249.0,48038.39,7.09,105.14,0.0,5.94,3.12,769.42
2000-04-20,249.0,48165.84,0.0,375.21,0.0,12.96,4.28,827.36
2000-04-21,259.0,48384.0,13.04,191.82,0.0,13.43,7.66,1052.68
2000-04-22,284.0,48384.0,11.4,164.21,0.0,9.46,4.75,857.76
2000-04-23,346.0,48729.59,11.13,198.85,0.0,7.47,1.88,700.85
2000-04-24,331.0,48729.59,1.33,320.41,0.0,7.42,0.1,608.22
2000-04-25,269.0,49075.2,0.0,553.16,0.0,16.27,0.58,639.91
2000-04-26,214.0,49075.2,0.0,561.63,0.0,15.28,-0.92,566.47
2000-04-27,175.0,49420.79,0.0,491.12,0.0,12.06,0.25,617.67
2000-04-28,144.0,49420.79,5.68,360.72,0.0,11.57,1.01,655.86
2000-04-29,119.0,49429.41,0.0,537.61,0.0,16.27,1.16,652.96
2000-04-30,100.0,49766.4,0.0,554.09,0.0,19.29,2.38,720.0
2000-05-01,87.0,49766.4,0.0,546.11,0.0,16.0,0.28,622.6
2000-05-02,81.0,50112.0,4.66,414.94,0.0,20.26,3.15,772.29
2000-05-03,69.0,50112.0,0.0,540.4,0.0,16.96,1.06,644.52
2000-05-04,64.0,50379.94,0.0,564.6,0.0,21.9,2.35,728.95
2000-05-05,62.0,50457.61,5.51,361.74,0.0,23.47,9.03,1162.7
2000-05-06,55.0,50457.61,0.0,474.9,0.0,27.08,12.1,1408.16
2000-05-07,51.0,50803.21,0.0,473.67,0.0,27.71,12.68,1454.06
2000-05-08,48.0,50803.21,0.95,472.21,0.0,28.95,13.63,1570.64
2000-05-09,45.0,50930.66,0.0,431.09,0.0,27.23,14.48,1638.44
2000-05-10,45.0,51148.81,0.0,441.25,0.0,28.51,15.0,1720.0
2000-05-11,42.0,51148.81,4.91,402.47,0.0,25.59,6.17,934.86
2000-05-12,39.0,51493.54,3.04,385.31,0.0,22.0,7.26,1020.41
2000-05-13,39.0,51494.38,2.77,347.37,0.0,24.33,12.68,1454.37
2000-05-14,40.0,51494.38,5.36,414.84,0.0,25.36,3.87,811.13
2000-05-15,33.0,51840.0,0.0,516.33,0.0,16.87,0.54,633.27
2000-05-16,30.0,51840.0,0.0,518.07,0.0,15.49,-0.74,580.7
2000-05-17,29.0,51840.0,0.0,521.12,0.0,18.09,1.45,675.84
2000-05-18,34.0,52185.6,0.0,465.65,0.0,21.05,6.89,991.44
2000-05-19,114.0,52185.6,33.51,360.99,0.0,24.98,9.0,1160.33
2000-05-20,125.0,52185.6,2.63,110.48,0.0,9.93,6.97,997.69
2000-05-21,119.0,52453.54,1.59,148.23,0.0,10.58,6.87,989.82
2000-05-22,105.0,52531.21,1.26,237.34,0.0,15.26,8.33,1106.01
2000-05-23,105.0,52531.21,6.59,124.94,0.0,14.23,10.03,1242.18
2000-05-24,229.0,52539.82,25.02,150.43,0.0,16.53,11.35,1347.7
2000-05-25,242.0,52876.81,8.28,312.84,0.0,21.64,9.59,1207.41
2000-05-26,208.0,52876.81,0.0,455.82,0.0,19.15,5.9,927.91
